,sex,income,region,age,question,answer
3152,Male,"$10,000 to $24,999",East North Central,45 - 59,4,No
3153,Male,"$50,000 to $74,999",Pacific,45 - 59,4,"Yes, one or more major ones"
3154,Male,"$150,000 to $174,999",Pacific,45 - 59,4,No
3155,Male,"$50,000 to $74,999",West North Central,18 - 29,4,"Yes, one or more minor ones"
3156,Male,"$75,000 to $99,999",Mountain,60,4,"Yes, one or more minor ones"
3157,Male,"$25,000 to $49,999",South Atlantic,30 - 44,4,"Yes, one or more minor ones"
3158,Male,Prefer not to answer,Middle Atlantic,18 - 29,4,No
3159,Male,Prefer not to answer,East North Central,30 - 44,4,"Yes, one or more minor ones"
3160,Male,"$50,000 to $74,999",East South Central,30 - 44,4,"Yes, one or more minor ones"
3161,Male,"$200,000 and up",Pacific,45 - 59,4,"Yes, one or more minor ones"
3162,Male,"$125,000 to $149,999",West South Central,60,4,"Yes, one or more minor ones"
3163,Male,"$25,000 to $49,999",Pacific,60,4,"Yes, one or more minor ones"
3164,Male,"$75,000 to $99,999",Pacific,30 - 44,4,"Yes, one or more minor ones"
3165,Male,"$50,000 to $74,999",Mountain,18 - 29,4,No
3166,Male,"$100,000 to $124,999",East North Central,30 - 44,4,"Yes, one or more minor ones"
3167,Male,"$50,000 to $74,999",West South Central,30 - 44,4,No
3168,Male,"$50,000 to $74,999",East North Central,30 - 44,4,"Yes, one or more minor ones"
3169,Male,"$0 to $9,999",South Atlantic,18 - 29,4,No
3170,Male,"$0 to $9,999",South Atlantic,30 - 44,4,No
3171,Male,Prefer not to answer,West South Central,18 - 29,4,No
3172,Male,"$0 to $9,999",Mountain,60,4,No
3173,Male,"$25,000 to $49,999",Pacific,60,4,"Yes, one or more major ones"
3174,Male,"$25,000 to $49,999",Middle Atlantic,18 - 29,4,"Yes, one or more minor ones"
3175,Male,"$50,000 to $74,999",Mountain,60,4,"Yes, one or more minor ones"
3176,Male,"$25,000 to $49,999",Mountain,30 - 44,4,"Yes, one or more major ones"
3177,Male,"$75,000 to $99,999",Mountain,60,4,"Yes, one or more minor ones"
3178,Male,"$50,000 to $74,999",West North Central,60,4,No
3179,Male,"$0 to $9,999",West South Central,18 - 29,4,"Yes, one or more minor ones"
3180,Male,"$75,000 to $99,999",Pacific,60,4,"Yes, one or more minor ones"
3181,Male,"$75,000 to $99,999",,18 - 29,4,"Yes, one or more minor ones"
3182,Male,"$75,000 to $99,999",West North Central,45 - 59,4,No
3183,Male,"$50,000 to $74,999",,30 - 44,4,"Yes, one or more major ones"
3184,Male,"$75,000 to $99,999",Middle Atlantic,30 - 44,4,"Yes, one or more minor ones"
3185,Male,"$100,000 to $124,999",Pacific,60,4,"Yes, one or more major ones"
3186,Male,"$75,000 to $99,999",West North Central,45 - 59,4,No
3187,Male,"$200,000 and up",Mountain,60,4,"Yes, one or more major ones"
3188,Male,"$25,000 to $49,999",South Atlantic,45 - 59,4,No
3189,Male,"$200,000 and up",East South Central,45 - 59,4,No
3190,,,,,4,
3191,Male,"$0 to $9,999",Middle Atlantic,30 - 44,4,"Yes, one or more major ones"
3192,Male,Prefer not to answer,Middle Atlantic,30 - 44,4,"Yes, one or more minor ones"
3193,Male,"$200,000 and up",East North Central,60,4,"Yes, one or more minor ones"
3194,Male,"$50,000 to $74,999",Pacific,30 - 44,4,"Yes, one or more minor ones"
3195,Male,Prefer not to answer,Mountain,60,4,"Yes, one or more major ones"
3196,Male,"$125,000 to $149,999",Pacific,45 - 59,4,"Yes, one or more major ones"
3197,Male,"$10,000 to $24,999",East North Central,60,4,"Yes, one or more minor ones"
3198,Male,"$10,000 to $24,999",West South Central,18 - 29,4,"Yes, one or more minor ones"
3199,Male,"$50,000 to $74,999",Pacific,30 - 44,4,"Yes, one or more minor ones"
3200,Male,"$75,000 to $99,999",South Atlantic,45 - 59,4,"Yes, one or more minor ones"
3201,,,,,4,"Yes, one or more minor ones"
3202,Male,"$75,000 to $99,999",West South Central,45 - 59,4,No
3203,Male,"$50,000 to $74,999",Pacific,18 - 29,4,"Yes, one or more minor ones"
3204,Male,"$75,000 to $99,999",South Atlantic,18 - 29,4,"Yes, one or more minor ones"
3205,Male,"$75,000 to $99,999",Mountain,45 - 59,4,"Yes, one or more minor ones"
3206,Male,Prefer not to answer,Middle Atlantic,18 - 29,4,No
3207,Male,"$125,000 to $149,999",West South Central,45 - 59,4,"Yes, one or more minor ones"
3208,Male,Prefer not to answer,Middle Atlantic,18 - 29,4,"Yes, one or more minor ones"
3209,Male,"$0 to $9,999",West South Central,18 - 29,4,No
3210,Male,Prefer not to answer,Pacific,30 - 44,4,"Yes, one or more major ones"
3211,Male,"$200,000 and up",Middle Atlantic,45 - 59,4,"Yes, one or more major ones"
3212,Male,"$75,000 to $99,999",Pacific,60,4,No
3213,Male,"$10,000 to $24,999",West South Central,45 - 59,4,No
3214,Male,Prefer not to answer,New England,30 - 44,4,"Yes, one or more minor ones"
3215,Male,"$10,000 to $24,999",,30 - 44,4,"Yes, one or more minor ones"
3216,Male,Prefer not to answer,Pacific,18 - 29,4,"Yes, one or more minor ones"
3217,Male,"$50,000 to $74,999",South Atlantic,45 - 59,4,"Yes, one or more minor ones"
3218,Male,Prefer not to answer,Mountain,60,4,"Yes, one or more major ones"
3219,Male,"$125,000 to $149,999",West North Central,60,4,"Yes, one or more minor ones"
3220,Male,"$125,000 to $149,999",South Atlantic,30 - 44,4,No
3221,Male,Prefer not to answer,,30 - 44,4,"Yes, one or more minor ones"
3222,Male,Prefer not to answer,,18 - 29,4,No
3223,Male,"$75,000 to $99,999",Pacific,30 - 44,4,"Yes, one or more minor ones"
3224,Male,"$50,000 to $74,999",East South Central,60,4,No
3225,Male,"$50,000 to $74,999",Middle Atlantic,45 - 59,4,No
3226,Male,"$50,000 to $74,999",South Atlantic,60,4,"Yes, one or more minor ones"
3227,Male,"$200,000 and up",Pacific,30 - 44,4,"Yes, one or more major ones"
3228,Male,Prefer not to answer,West South Central,60,4,"Yes, one or more minor ones"
3229,Male,"$50,000 to $74,999",East North Central,30 - 44,4,No
3230,Male,"$75,000 to $99,999",Middle Atlantic,60,4,"Yes, one or more minor ones"
3231,Male,Prefer not to answer,Middle Atlantic,30 - 44,4,"Yes, one or more minor ones"
3232,Male,"$100,000 to $124,999",Middle Atlantic,45 - 59,4,"Yes, one or more major ones"
3233,Female,"$125,000 to $149,999",Middle Atlantic,60,4,"Yes, one or more major ones"
3234,Male,"$75,000 to $99,999",New England,30 - 44,4,"Yes, one or more minor ones"
3235,Male,"$200,000 and up",East North Central,30 - 44,4,No
3236,Female,Prefer not to answer,South Atlantic,60,4,"Yes, one or more minor ones"
3237,Male,Prefer not to answer,West North Central,18 - 29,4,No
3238,Male,"$0 to $9,999",East North Central,30 - 44,4,No
3239,Female,"$10,000 to $24,999",East North Central,60,4,No
3240,Female,"$75,000 to $99,999",Mountain,60,4,"Yes, one or more major ones"
3241,Male,"$125,000 to $149,999",South Atlantic,45 - 59,4,No
3242,Male,"$25,000 to $49,999",South Atlantic,60,4,"Yes, one or more minor ones"
3243,Male,"$50,000 to $74,999",Mountain,45 - 59,4,"Yes, one or more minor ones"
3244,Male,"$125,000 to $149,999",Middle Atlantic,60,4,"Yes, one or more minor ones"
3245,Male,"$75,000 to $99,999",South Atlantic,30 - 44,4,No
3246,Male,"$175,000 to $199,999",West South Central,30 - 44,4,No
3247,Male,"$100,000 to $124,999",Pacific,45 - 59,4,"Yes, one or more major ones"
3248,Female,"$150,000 to $174,999",Pacific,60,4,"Yes, one or more major ones"
3249,Male,"$150,000 to $174,999",Middle Atlantic,30 - 44,4,"Yes, one or more minor ones"
3250,Male,"$25,000 to $49,999",West South Central,45 - 59,4,"Yes, one or more major ones"
3251,Female,Prefer not to answer,Pacific,18 - 29,4,"Yes, one or more minor ones"
3252,Female,"$25,000 to $49,999",Mountain,18 - 29,4,No
3253,Female,"$25,000 to $49,999",East North Central,18 - 29,4,No
3254,Male,"$25,000 to $49,999",South Atlantic,30 - 44,4,"Yes, one or more minor ones"
3255,Male,"$25,000 to $49,999",East South Central,30 - 44,4,No
3256,Male,"$100,000 to $124,999",Middle Atlantic,45 - 59,4,"Yes, one or more minor ones"
3257,Female,"$50,000 to $74,999",Pacific,60,4,"Yes, one or more major ones"
3258,Female,"$10,000 to $24,999",Pacific,18 - 29,4,"Yes, one or more minor ones"
3259,Female,"$0 to $9,999",West South Central,18 - 29,4,No
3260,Male,"$25,000 to $49,999",East North Central,60,4,No
3261,Female,"$25,000 to $49,999",West North Central,60,4,No
3262,Female,"$25,000 to $49,999",Pacific,18 - 29,4,"Yes, one or more minor ones"
3263,Female,"$50,000 to $74,999",East South Central,60,4,"Yes, one or more minor ones"
3264,Male,"$50,000 to $74,999",East North Central,60,4,No
3265,Male,"$25,000 to $49,999",South Atlantic,45 - 59,4,"Yes, one or more minor ones"
3266,Female,Prefer not to answer,West North Central,60,4,No
3267,Female,"$25,000 to $49,999",Middle Atlantic,18 - 29,4,"Yes, one or more minor ones"
3268,Male,"$75,000 to $99,999",West South Central,45 - 59,4,No
3269,Female,"$25,000 to $49,999",South Atlantic,60,4,"Yes, one or more minor ones"
3270,Female,Prefer not to answer,Pacific,18 - 29,4,"Yes, one or more major ones"
3271,Female,"$125,000 to $149,999",East South Central,60,4,"Yes, one or more minor ones"
3272,Male,"$175,000 to $199,999",East North Central,45 - 59,4,No
3273,Male,"$125,000 to $149,999",Mountain,60,4,"Yes, one or more major ones"
3274,Male,"$25,000 to $49,999",New England,30 - 44,4,No
3275,Female,"$0 to $9,999",,18 - 29,4,"Yes, one or more minor ones"
3276,Male,"$75,000 to $99,999",South Atlantic,45 - 59,4,"Yes, one or more minor ones"
3277,Male,"$10,000 to $24,999",South Atlantic,30 - 44,4,No
3278,Male,"$50,000 to $74,999",West South Central,30 - 44,4,"Yes, one or more minor ones"
3279,Female,"$0 to $9,999",South Atlantic,18 - 29,4,"Yes, one or more minor ones"
3280,Male,"$75,000 to $99,999",East North Central,60,4,No
3281,Male,"$125,000 to $149,999",West South Central,60,4,"Yes, one or more major ones"
3282,Female,"$75,000 to $99,999",Pacific,18 - 29,4,"Yes, one or more minor ones"
3283,Male,"$50,000 to $74,999",Pacific,60,4,"Yes, one or more major ones"
3284,Male,"$50,000 to $74,999",West North Central,45 - 59,4,No
3285,Male,"$50,000 to $74,999",New England,30 - 44,4,No
3286,Female,Prefer not to answer,East South Central,60,4,No
3287,Male,"$100,000 to $124,999",New England,45 - 59,4,"Yes, one or more minor ones"
3288,Female,Prefer not to answer,New England,18 - 29,4,"Yes, one or more minor ones"
3289,Male,"$25,000 to $49,999",East North Central,60,4,"Yes, one or more minor ones"
3290,Female,Prefer not to answer,East North Central,18 - 29,4,No
3291,Female,"$75,000 to $99,999",Middle Atlantic,60,4,"Yes, one or more minor ones"
3292,Male,"$0 to $9,999",West North Central,18 - 29,4,No
3293,Male,"$50,000 to $74,999",Mountain,60,4,"Yes, one or more major ones"
3294,Female,"$0 to $9,999",East North Central,18 - 29,4,No
3295,Male,"$50,000 to $74,999",Middle Atlantic,60,4,"Yes, one or more minor ones"
3296,Female,Prefer not to answer,West North Central,60,4,No
3297,Male,"$75,000 to $99,999",East North Central,60,4,"Yes, one or more minor ones"
3298,Male,"$100,000 to $124,999",Middle Atlantic,45 - 59,4,"Yes, one or more minor ones"
3299,Female,"$25,000 to $49,999",West North Central,45 - 59,4,"Yes, one or more minor ones"
3300,Female,"$75,000 to $99,999",West North Central,45 - 59,4,"Yes, one or more minor ones"
3301,Female,"$0 to $9,999",East North Central,18 - 29,4,No
3302,Male,Prefer not to answer,Mountain,30 - 44,4,"Yes, one or more minor ones"
3303,Female,"$50,000 to $74,999",Pacific,18 - 29,4,"Yes, one or more minor ones"
3304,Female,"$50,000 to $74,999",East North Central,45 - 59,4,No
3305,Male,"$50,000 to $74,999",South Atlantic,18 - 29,4,No
3306,Female,"$50,000 to $74,999",New England,45 - 59,4,No
3307,Female,"$175,000 to $199,999",West South Central,45 - 59,4,"Yes, one or more minor ones"
3308,Male,"$0 to $9,999",West South Central,18 - 29,4,No
3309,Male,"$50,000 to $74,999",Mountain,45 - 59,4,"Yes, one or more major ones"
3310,Male,"$10,000 to $24,999",Mountain,60,4,"Yes, one or more minor ones"
3311,Female,Prefer not to answer,East North Central,45 - 59,4,"Yes, one or more minor ones"
3312,Female,"$25,000 to $49,999",Pacific,45 - 59,4,"Yes, one or more major ones"
3313,Female,"$25,000 to $49,999",Mountain,60,4,"Yes, one or more major ones"
3314,Male,Prefer not to answer,Pacific,30 - 44,4,"Yes, one or more major ones"
3315,Female,"$125,000 to $149,999",West South Central,45 - 59,4,"Yes, one or more minor ones"
3316,Male,"$10,000 to $24,999",West North Central,45 - 59,4,"Yes, one or more minor ones"
3317,Male,"$125,000 to $149,999",East North Central,45 - 59,4,"Yes, one or more minor ones"
3318,Female,"$25,000 to $49,999",West North Central,18 - 29,4,No
3319,Female,"$0 to $9,999",West North Central,18 - 29,4,No
3320,Female,Prefer not to answer,Pacific,45 - 59,4,"Yes, one or more major ones"
3321,Female,"$50,000 to $74,999",East North Central,60,4,"Yes, one or more minor ones"
3322,Female,"$125,000 to $149,999",Middle Atlantic,45 - 59,4,"Yes, one or more minor ones"
3323,Female,"$175,000 to $199,999",New England,45 - 59,4,No
3324,Female,"$25,000 to $49,999",East South Central,18 - 29,4,"Yes, one or more minor ones"
3325,Male,"$50,000 to $74,999",West North Central,60,4,No
3326,Female,"$0 to $9,999",West South Central,45 - 59,4,No
3327,Female,"$25,000 to $49,999",Pacific,45 - 59,4,"Yes, one or more minor ones"
3328,Female,"$25,000 to $49,999",Mountain,45 - 59,4,"Yes, one or more minor ones"
3329,Female,"$175,000 to $199,999",West South Central,45 - 59,4,No
3330,Male,"$75,000 to $99,999",New England,45 - 59,4,"Yes, one or more major ones"
3331,Female,Prefer not to answer,South Atlantic,30 - 44,4,"Yes, one or more minor ones"
3332,Male,"$75,000 to $99,999",,45 - 59,4,"Yes, one or more minor ones"
3333,Female,Prefer not to answer,East North Central,60,4,No
3334,Male,"$50,000 to $74,999",Middle Atlantic,30 - 44,4,No
3335,Female,"$10,000 to $24,999",South Atlantic,18 - 29,4,"Yes, one or more minor ones"
3336,Male,"$125,000 to $149,999",Pacific,45 - 59,4,"Yes, one or more minor ones"
3337,Female,"$200,000 and up",West North Central,30 - 44,4,"Yes, one or more minor ones"
3338,Female,"$25,000 to $49,999",West North Central,30 - 44,4,No
3339,Female,"$50,000 to $74,999",West North Central,45 - 59,4,"Yes, one or more minor ones"
3340,Female,"$125,000 to $149,999",East North Central,30 - 44,4,No
3341,Female,"$75,000 to $99,999",East North Central,30 - 44,4,No
3342,Female,"$10,000 to $24,999",East North Central,18 - 29,4,No
3343,Male,"$50,000 to $74,999",West South Central,30 - 44,4,No
3344,Female,Prefer not to answer,East North Central,60,4,"Yes, one or more minor ones"
3345,Female,Prefer not to answer,Pacific,30 - 44,4,"Yes, one or more minor ones"
3346,Male,"$150,000 to $174,999",West South Central,60,4,"Yes, one or more major ones"
3347,Female,"$100,000 to $124,999",East North Central,45 - 59,4,No
3348,Female,"$75,000 to $99,999",West South Central,18 - 29,4,No
3349,Male,"$50,000 to $74,999",West South Central,30 - 44,4,No
3350,Female,"$75,000 to $99,999",Pacific,45 - 59,4,"Yes, one or more major ones"
3351,Male,Prefer not to answer,West South Central,60,4,No
3352,Female,"$100,000 to $124,999",West North Central,30 - 44,4,No
3353,Female,"$25,000 to $49,999",East South Central,30 - 44,4,No
3354,Male,"$25,000 to $49,999",New England,30 - 44,4,"Yes, one or more major ones"
3355,Female,"$10,000 to $24,999",,30 - 44,4,"Yes, one or more major ones"
3356,Male,"$50,000 to $74,999",West North Central,60,4,No
3357,Female,"$0 to $9,999",Middle Atlantic,18 - 29,4,No
3358,Female,"$25,000 to $49,999",Mountain,18 - 29,4,No
3359,Male,"$10,000 to $24,999",Pacific,30 - 44,4,"Yes, one or more minor ones"
3360,Female,"$25,000 to $49,999",West South Central,30 - 44,4,"Yes, one or more minor ones"
3361,Female,Prefer not to answer,West South Central,45 - 59,4,No
3362,Male,Prefer not to answer,South Atlantic,30 - 44,4,No
3363,Female,"$100,000 to $124,999",East North Central,30 - 44,4,"Yes, one or more major ones"
3364,Male,Prefer not to answer,Middle Atlantic,30 - 44,4,No
3365,Female,"$175,000 to $199,999",Pacific,30 - 44,4,"Yes, one or more minor ones"
3366,Female,"$25,000 to $49,999",East North Central,18 - 29,4,No
3367,Female,Prefer not to answer,Middle Atlantic,60,4,"Yes, one or more minor ones"
3368,Male,Prefer not to answer,Middle Atlantic,45 - 59,4,No
3369,Female,Prefer not to answer,East South Central,60,4,No
3370,Female,"$25,000 to $49,999",Middle Atlantic,60,4,"Yes, one or more minor ones"
3371,Female,"$10,000 to $24,999",Pacific,60,4,"Yes, one or more major ones"
3372,Female,"$75,000 to $99,999",New England,18 - 29,4,No
3373,Male,"$100,000 to $124,999",East North Central,60,4,No
3374,Female,"$0 to $9,999",Pacific,18 - 29,4,No
3375,Female,"$150,000 to $174,999",Pacific,18 - 29,4,"Yes, one or more minor ones"
3376,Male,"$100,000 to $124,999",South Atlantic,30 - 44,4,"Yes, one or more minor ones"
3377,Female,"$125,000 to $149,999",South Atlantic,30 - 44,4,"Yes, one or more minor ones"
3378,Female,"$100,000 to $124,999",Middle Atlantic,30 - 44,4,No
3379,Female,"$50,000 to $74,999",East North Central,45 - 59,4,No
3380,Male,Prefer not to answer,Pacific,60,4,"Yes, one or more minor ones"
3381,Female,"$100,000 to $124,999",New England,30 - 44,4,No
3382,Female,"$100,000 to $124,999",East North Central,45 - 59,4,No
3383,Female,"$200,000 and up",Middle Atlantic,45 - 59,4,"Yes, one or more minor ones"
3384,Female,"$10,000 to $24,999",South Atlantic,18 - 29,4,"Yes, one or more minor ones"
3385,Male,Prefer not to answer,West South Central,45 - 59,4,"Yes, one or more minor ones"
3386,Female,"$50,000 to $74,999",South Atlantic,60,4,"Yes, one or more minor ones"
3387,Male,"$150,000 to $174,999",Middle Atlantic,45 - 59,4,"Yes, one or more minor ones"
3388,Female,Prefer not to answer,Middle Atlantic,45 - 59,4,No
3389,Female,Prefer not to answer,East South Central,45 - 59,4,No
3390,Female,"$75,000 to $99,999",East North Central,45 - 59,4,"Yes, one or more minor ones"
3391,Male,"$0 to $9,999",Middle Atlantic,45 - 59,4,"Yes, one or more minor ones"
3392,Female,Prefer not to answer,East North Central,18 - 29,4,No
3393,Female,Prefer not to answer,Middle Atlantic,60,4,"Yes, one or more minor ones"
3394,Male,"$75,000 to $99,999",New England,60,4,No
3395,Male,Prefer not to answer,New England,18 - 29,4,No
3396,Male,"$0 to $9,999",South Atlantic,18 - 29,4,"Yes, one or more minor ones"
3397,,,,,4,No
3398,Female,"$0 to $9,999",East South Central,30 - 44,4,"Yes, one or more minor ones"
3399,Male,Prefer not to answer,,45 - 59,4,No
3400,Female,Prefer not to answer,New England,45 - 59,4,No
3401,Male,"$75,000 to $99,999",Middle Atlantic,60,4,"Yes, one or more minor ones"
3402,Female,"$50,000 to $74,999",Middle Atlantic,60,4,"Yes, one or more minor ones"
3403,Male,"$100,000 to $124,999",South Atlantic,18 - 29,4,No
3404,Female,"$75,000 to $99,999",West South Central,30 - 44,4,"Yes, one or more minor ones"
3405,Male,"$150,000 to $174,999",East North Central,60,4,"Yes, one or more minor ones"
3406,Male,"$200,000 and up",Pacific,45 - 59,4,"Yes, one or more major ones"
3407,Female,Prefer not to answer,East North Central,18 - 29,4,"Yes, one or more minor ones"
3408,Female,"$75,000 to $99,999",West North Central,30 - 44,4,"Yes, one or more minor ones"
3409,Female,Prefer not to answer,Middle Atlantic,45 - 59,4,No
3410,Male,"$0 to $9,999",South Atlantic,60,4,"Yes, one or more major ones"
3411,Female,"$25,000 to $49,999",East North Central,60,4,"Yes, one or more minor ones"
3412,Female,"$25,000 to $49,999",Mountain,60,4,"Yes, one or more minor ones"
3413,Female,"$75,000 to $99,999",New England,60,4,"Yes, one or more minor ones"
3414,Female,"$75,000 to $99,999",Middle Atlantic,30 - 44,4,"Yes, one or more minor ones"
3415,Male,"$75,000 to $99,999",West North Central,60,4,"Yes, one or more minor ones"
3416,Female,"$100,000 to $124,999",East North Central,30 - 44,4,No
3417,Male,"$50,000 to $74,999",West South Central,45 - 59,4,No
3418,Female,"$25,000 to $49,999",Mountain,60,4,"Yes, one or more minor ones"
3419,Male,Prefer not to answer,Pacific,60,4,"Yes, one or more major ones"
3420,Female,Prefer not to answer,East North Central,45 - 59,4,"Yes, one or more minor ones"
3421,Male,Prefer not to answer,Pacific,60,4,"Yes, one or more major ones"
3422,Male,"$25,000 to $49,999",New England,30 - 44,4,No
3423,Female,Prefer not to answer,Pacific,18 - 29,4,No
3424,Female,"$50,000 to $74,999",West North Central,30 - 44,4,No
3425,Female,"$50,000 to $74,999",Pacific,45 - 59,4,"Yes, one or more minor ones"
3426,Female,Prefer not to answer,Pacific,45 - 59,4,"Yes, one or more major ones"
3427,Female,"$10,000 to $24,999",South Atlantic,18 - 29,4,"Yes, one or more minor ones"
3428,Female,"$125,000 to $149,999",Pacific,30 - 44,4,"Yes, one or more major ones"
3429,Female,"$10,000 to $24,999",West South Central,60,4,No
3430,Male,"$75,000 to $99,999",South Atlantic,60,4,"Yes, one or more minor ones"
3431,Male,"$10,000 to $24,999",South Atlantic,30 - 44,4,"Yes, one or more minor ones"
3432,Female,Prefer not to answer,East North Central,18 - 29,4,"Yes, one or more minor ones"
3433,Female,"$25,000 to $49,999",South Atlantic,30 - 44,4,No
3434,,,,,4,
3435,Male,"$100,000 to $124,999",East North Central,45 - 59,4,No
3436,Female,"$25,000 to $49,999",West North Central,60,4,"Yes, one or more minor ones"
3437,Female,Prefer not to answer,South Atlantic,45 - 59,4,"Yes, one or more minor ones"
3438,Female,"$75,000 to $99,999",West North Central,30 - 44,4,No
3439,Male,"$25,000 to $49,999",Middle Atlantic,18 - 29,4,No
3440,Female,"$25,000 to $49,999",Pacific,18 - 29,4,"Yes, one or more minor ones"
3441,Male,"$75,000 to $99,999",Pacific,60,4,"Yes, one or more major ones"
3442,Male,Prefer not to answer,West North Central,18 - 29,4,No
3443,Male,"$150,000 to $174,999",South Atlantic,60,4,"Yes, one or more minor ones"
3444,Female,"$0 to $9,999",West South Central,18 - 29,4,No
3445,Female,"$50,000 to $74,999",South Atlantic,18 - 29,4,"Yes, one or more minor ones"
3446,Female,"$10,000 to $24,999",West South Central,30 - 44,4,"Yes, one or more major ones"
3447,Female,"$50,000 to $74,999",Pacific,60,4,"Yes, one or more minor ones"
3448,Female,"$200,000 and up",East North Central,45 - 59,4,"Yes, one or more minor ones"
3449,Female,"$150,000 to $174,999",Pacific,30 - 44,4,"Yes, one or more major ones"
3450,Female,"$50,000 to $74,999",Pacific,60,4,"Yes, one or more minor ones"
3451,Female,"$50,000 to $74,999",Mountain,45 - 59,4,No
3452,Male,"$75,000 to $99,999",East North Central,60,4,"Yes, one or more minor ones"
3453,Female,"$25,000 to $49,999",Middle Atlantic,18 - 29,4,No
3454,Female,"$75,000 to $99,999",New England,30 - 44,4,No
3455,Male,"$0 to $9,999",South Atlantic,60,4,No
3456,Female,"$50,000 to $74,999",East South Central,18 - 29,4,No
3457,Male,Prefer not to answer,East South Central,30 - 44,4,"Yes, one or more minor ones"
3458,Male,"$75,000 to $99,999",West South Central,45 - 59,4,No
3459,Female,"$0 to $9,999",New England,45 - 59,4,No
3460,Male,"$50,000 to $74,999",South Atlantic,30 - 44,4,"Yes, one or more minor ones"
3461,Female,Prefer not to answer,South Atlantic,30 - 44,4,No
3462,Female,"$0 to $9,999",Middle Atlantic,18 - 29,4,No
3463,Female,Prefer not to answer,Mountain,30 - 44,4,"Yes, one or more minor ones"
3464,Male,"$125,000 to $149,999",West South Central,60,4,"Yes, one or more major ones"
3465,Male,"$75,000 to $99,999",Pacific,18 - 29,4,"Yes, one or more major ones"
3466,Male,"$50,000 to $74,999",East North Central,30 - 44,4,"Yes, one or more minor ones"
3467,Female,"$25,000 to $49,999",Middle Atlantic,60,4,No
3468,Female,"$25,000 to $49,999",Mountain,45 - 59,4,"Yes, one or more minor ones"
3469,Male,"$10,000 to $24,999",West South Central,30 - 44,4,"Yes, one or more minor ones"
3470,Female,"$50,000 to $74,999",Pacific,45 - 59,4,"Yes, one or more minor ones"
3471,Male,"$75,000 to $99,999",West South Central,30 - 44,4,No
3472,Female,"$50,000 to $74,999",Middle Atlantic,30 - 44,4,No
3473,Female,"$200,000 and up",West North Central,60,4,"Yes, one or more minor ones"
3474,Female,"$10,000 to $24,999",West South Central,45 - 59,4,No
3475,Male,"$175,000 to $199,999",New England,60,4,No
3476,Male,"$25,000 to $49,999",East North Central,18 - 29,4,"Yes, one or more minor ones"
3477,Female,"$125,000 to $149,999",Mountain,60,4,"Yes, one or more minor ones"
3478,Female,"$75,000 to $99,999",Middle Atlantic,60,4,"Yes, one or more minor ones"
3479,Female,"$100,000 to $124,999",South Atlantic,30 - 44,4,No
3480,Female,"$150,000 to $174,999",New England,45 - 59,4,"Yes, one or more major ones"
3481,Male,"$50,000 to $74,999",East North Central,30 - 44,4,"Yes, one or more minor ones"
3482,Female,"$25,000 to $49,999",Pacific,60,4,"Yes, one or more minor ones"
3483,Male,"$50,000 to $74,999",New England,45 - 59,4,"Yes, one or more minor ones"
3484,Female,Prefer not to answer,Pacific,30 - 44,4,"Yes, one or more major ones"
3485,Female,"$10,000 to $24,999",South Atlantic,60,4,"Yes, one or more minor ones"
3486,Female,"$175,000 to $199,999",West South Central,45 - 59,4,No
3487,Male,"$25,000 to $49,999",Mountain,45 - 59,4,"Yes, one or more major ones"
3488,Female,Prefer not to answer,East North Central,30 - 44,4,No
3489,Female,"$100,000 to $124,999",South Atlantic,30 - 44,4,No
3490,Female,"$25,000 to $49,999",Pacific,45 - 59,4,"Yes, one or more major ones"
3491,Female,"$25,000 to $49,999",,30 - 44,4,"Yes, one or more major ones"
3492,Female,"$200,000 and up",New England,18 - 29,4,"Yes, one or more minor ones"
3493,Female,Prefer not to answer,Pacific,30 - 44,4,No
3494,Male,Prefer not to answer,South Atlantic,30 - 44,4,"Yes, one or more minor ones"
3495,Male,"$200,000 and up",West South Central,60,4,"Yes, one or more minor ones"
3496,Female,Prefer not to answer,Pacific,45 - 59,4,"Yes, one or more major ones"
3497,Female,"$100,000 to $124,999",East North Central,45 - 59,4,"Yes, one or more minor ones"
3498,Male,"$100,000 to $124,999",East North Central,45 - 59,4,No
3499,Female,Prefer not to answer,New England,60,4,No
3500,Female,"$0 to $9,999",South Atlantic,30 - 44,4,No
3501,Female,"$175,000 to $199,999",New England,60,4,No
3502,Female,"$10,000 to $24,999",Pacific,45 - 59,4,"Yes, one or more major ones"
3503,Female,"$75,000 to $99,999",West North Central,45 - 59,4,"Yes, one or more minor ones"
3504,Female,Prefer not to answer,Middle Atlantic,18 - 29,4,No
3505,Male,"$50,000 to $74,999",New England,60,4,"Yes, one or more minor ones"
3506,Female,"$0 to $9,999",East South Central,60,4,No
3507,Female,"$25,000 to $49,999",South Atlantic,18 - 29,4,No
3508,Female,"$50,000 to $74,999",South Atlantic,45 - 59,4,"Yes, one or more minor ones"
3509,Female,"$10,000 to $24,999",New England,60,4,"Yes, one or more minor ones"
3510,Female,"$50,000 to $74,999",Middle Atlantic,60,4,No
3511,Female,"$50,000 to $74,999",Mountain,45 - 59,4,"Yes, one or more minor ones"
3512,Male,"$150,000 to $174,999",East North Central,45 - 59,4,"Yes, one or more minor ones"
3513,Female,"$10,000 to $24,999",Middle Atlantic,60,4,No
3514,Female,"$125,000 to $149,999",East North Central,30 - 44,4,No
3515,Female,"$50,000 to $74,999",South Atlantic,30 - 44,4,No
